"Species","Fmulti","Unit","value","F"
"sprat",6.11392405063291,"FBiomass",2569776104178.79,0.269892912996213
"sprat",6.11392405063291,"SSB",14034890709.7738,0.269892912996213
"sprat",6.11392405063291,"Yield",42146702602.0616,0.269892912996213
"herring",6.11392405063291,"Biomass",2349245509724.69,0.269892912996213
"herring",6.11392405063291,"FBiomass",2569776104178.79,0.269892912996213
"herring",6.11392405063291,"SSB",500025172933.218,0.269892912996213
"herring",6.11392405063291,"Yield",1888255279676.41,0.269892912996213
"cod",6.11392405063291,"Biomass",168234664391.178,0.269892912996213
"cod",6.11392405063291,"FBiomass",2569776104178.79,0.269892912996213
"cod",6.11392405063291,"SSB",6779684470.69399,0.269892912996213
"cod",6.11392405063291,"Yield",150291093236.146,0.269892912996213
"sprat",6.20253164556962,"Biomass",21787347614.8854,0.272346911182956
"sprat",6.20253164556962,"FBiomass",2535803169372.6,0.272346911182956
"sprat",6.20253164556962,"SSB",5817869726.75453,0.272346911182956
"sprat",6.20253164556962,"Yield",17763320333.9173,0.272346911182956
"herring",6.20253164556962,"Biomass",2364921980661.84,0.272346911182956
"herring",6.20253164556962,"FBiomass",2535803169372.6,0.272346911182956
"herring",6.20253164556962,"SSB",494443468974.232,0.272346911182956
"herring",6.20253164556962,"Yield",1920504585875.06,0.272346911182956
"cod",6.20253164556962,"Biomass",149093841095.875,0.272346911182956
"cod",6.20253164556962,"FBiomass",2535803169372.6,0.272346911182956
"cod",6.20253164556962,"SSB",5826313909.99929,0.272346911182956
"cod",6.20253164556962,"Yield",133586575430.758,0.272346911182956
"sprat",6.29113924050633,"Biomass",6134373635.96754,0.275025035360836
"sprat",6.29113924050633,"FBiomass",2513467336661.11,0.275025035360836
"sprat",6.29113924050633,"SSB",1632716985.41755,0.275025035360836
"sprat",6.29113924050633,"Yield",5063847547.30787,0.275025035360836
"herring",6.29113924050633,"Biomass",2377855155898.31,0.275025035360836
"herring",6.29113924050633,"FBiomass",2513467336661.11,0.275025035360836
"herring",6.29113924050633,"SSB",489698035813.383,0.275025035360836
"herring",6.29113924050633,"Yield",1952228656674.91,0.275025035360836
"cod",6.29113924050633,"Biomass",129477807126.828,0.275025035360836
"cod",6.29113924050633,"FBiomass",2513467336661.11,0.275025035360836
"cod",6.29113924050633,"SSB",4917840601.11899,0.275025035360836
"cod",6.29113924050633,"Yield",116506825208.367,0.275025035360836
"sprat",6.37974683544304,"Biomass",1042749714.79648,0.277871593443265
"sprat",6.37974683544304,"FBiomass",2499434823003.23,0.277871593443265
"sprat",6.37974683544304,"SSB",276972003.178406,0.277871593443265
"sprat",6.37974683544304,"Yield",872003236.491892,0.277871593443265
"herring",6.37974683544304,"Biomass",2388828409654.19,0.277871593443265
"herring",6.37974683544304,"FBiomass",2499434823003.23,0.277871593443265
"herring",6.37974683544304,"SSB",485576150857.28,0.277871593443265
"herring",6.37974683544304,"Yield",1983593360935.71,0.277871593443265
"cod",6.37974683544304,"Biomass",109563663634.249,0.277871593443265
"cod",6.37974683544304,"FBiomass",2499434823003.23,0.277871593443265
"cod",6.37974683544304,"SSB",4051733198.85844,0.277871593443265
"cod",6.37974683544304,"Yield",99100446754.2697,0.277871593443265
"sprat",6.46835443037975,"Biomass",100704454.352974,0.280781437027245
"sprat",6.46835443037975,"FBiomass",2488702591603.94,0.280781437027245
"sprat",6.46835443037975,"SSB",26706442.5246382,0.280781437027245
"sprat",6.46835443037975,"Yield",85321321.2145129,0.280781437027245
"herring",6.46835443037975,"Biomass",2398847839226.36,0.280781437027245
"herring",6.46835443037975,"FBiomass",2488702591603.94,0.280781437027245
"herring",6.46835443037975,"SSB",481656451018.486,0.280781437027245
"herring",6.46835443037975,"Yield",2014627117326.57,0.280781437027245
"cod",6.46835443037975,"Biomass",89754047923.2219,0.280781437027245
"cod",6.46835443037975,"FBiomass",2488702591603.94,0.280781437027245
"cod",6.46835443037975,"SSB",3234376142.43037,0.280781437027245
"cod",6.46835443037975,"Yield",81632031364.1629,0.280781437027245
"sprat",6.55696202531646,"Biomass",5441602.92830417,0.28368874565034
"sprat",6.55696202531646,"FBiomass",2478710104721.39,0.28368874565034
"sprat",6.55696202531646,"SSB",1440842.50722318,0.28368874565034
"sprat",6.55696202531646,"Yield",4670359.32548577,0.28368874565034
"herring",6.55696202531646,"Biomass",2408225886598.87,0.28368874565034
"herring",6.55696202531646,"FBiomass",2478710104721.39,0.28368874565034
"herring",6.55696202531646,"SSB",477654269148.989,0.28368874565034
"herring",6.55696202531646,"Yield",2045082866619.68,0.28368874565034
"cod",6.55696202531646,"Biomass",70478776519.5884,0.28368874565034
"cod",6.55696202531646,"FBiomass",2478710104721.39,0.28368874565034
"cod",6.55696202531646,"SSB",2475856617.47731,0.28368874565034
"cod",6.55696202531646,"Yield",64458944338.6927,0.28368874565034
"sprat",6.64556962025316,"Biomass",165141.196380334,0.286562919642763
"sprat",6.64556962025316,"FBiomass",2468886680521.34,0.286562919642763
"sprat",6.64556962025316,"SSB",43653.0597244892,0.286562919642763
"sprat",6.64556962025316,"Yield",143553.752921621,0.286562919642763
"herring",6.64556962025316,"Biomass",2416696686203.26,0.286562919642763
"herring",6.64556962025316,"FBiomass",2468886680521.34,0.286562919642763
"herring",6.64556962025316,"SSB",473408299879.86,0.286562919642763
"herring",6.64556962025316,"Yield",2074474638522.38,0.286562919642763
"cod",6.64556962025316,"Biomass",52189829176.879,0.286562919642763
"cod",6.64556962025316,"FBiomass",2468886680521.34,0.286562919642763
"cod",6.64556962025316,"SSB",1787739482.52728,0.286562919642763
"cod",6.64556962025316,"Yield",47999344235.8426,0.286562919642763
"sprat",6.73417721518987,"Biomass",2847.29051152173,0.289375227931712
"sprat",6.73417721518987,"FBiomass",2459191671727.86,0.289375227931712
"sprat",6.73417721518987,"SSB",751.219617554838,0.289375227931712
"sprat",6.73417721518987,"Yield",2506.36719079579,0.289375227931712
"herring",6.73417721518987,"Biomass",2423685723630.52,0.289375227931712
"herring",6.73417721518987,"FBiomass",2459191671727.86,0.289375227931712
"herring",6.73417721518987,"SSB",468750269952.227,0.289375227931712
"herring",6.73417721518987,"Yield",2102047585364.01,0.289375227931712
"cod",6.73417721518987,"Biomass",35505945250.0449,0.289375227931712
"cod",6.73417721518987,"FBiomass",2459191671727.86,0.289375227931712
"cod",6.73417721518987,"SSB",1186264892.1093,0.289375227931712
"cod",6.73417721518987,"Yield",32839863731.6686,0.289375227931712
"sprat",6.82278481012658,"Biomass",28.4300167803765,0.292085090874465
"sprat",6.82278481012658,"FBiomass",2449658857965.27,0.292085090874465
"sprat",6.82278481012658,"SSB",7.48412708715896,0.292085090874465
"sprat",6.82278481012658,"Yield",25.3372818836706,0.292085090874465
"herring",6.82278481012658,"Biomass",2428349564505.17,0.292085090874465
"herring",6.82278481012658,"FBiomass",2449658857965.27,0.292085090874465
"herring",6.82278481012658,"SSB",463452423194.214,0.292085090874465
"herring",6.82278481012658,"Yield",2126703070101.62,0.292085090874465
"cod",6.82278481012658,"Biomass",21309293431.6743,0.292085090874465
"cod",6.82278481012658,"FBiomass",2449658857965.27,0.292085090874465
"cod",6.82278481012658,"SSB",694568727.366761,0.292085090874465
"cod",6.82278481012658,"Yield",19823420293.7184,0.292085090874465
"sprat",6.91139240506329,"Biomass",0.169239339506797,0.29464281858467
"sprat",6.91139240506329,"FBiomass",2440333250588.18,0.29464281858467
"sprat",6.91139240506329,"SSB",0.0444308339831538,0.29464281858467
"sprat",6.91139240506329,"Yield",0.152674867192296,0.29464281858467
"herring",6.91139240506329,"Biomass",2429705287691.58,0.29464281858467
"herring",6.91139240506329,"FBiomass",2440333250588.18,0.29464281858467
"herring",6.91139240506329,"SSB",457261418466.472,0.29464281858467
"herring",6.91139240506329,"Yield",2147133654658,0.29464281858467
"cod",6.91139240506329,"Biomass",10627962896.4385,0.29464281858467
"cod",6.91139240506329,"FBiomass",2440333250588.18,0.29464281858467
"cod",6.91139240506329,"SSB",338028051.155107,0.29464281858467
"cod",6.91139240506329,"Yield",9946347059.42681,0.29464281858467
"sprat",7,"Biomass",0.000624017468154854,0.297013100173025
"sprat",7,"FBiomass",2431242562168.59,0.297013100173025
"sprat",7,"SSB",0.000163285982849499,0.297013100173025
"sprat",7,"Yield",0.000569714943463569,0.297013100173025
"herring",7,"Biomass",2427164196420.13,0.297013100173025
"herring",7,"FBiomass",2431242562168.59,0.297013100173025
"herring",7,"SSB",450052320719.634,0.297013100173025
"herring",7,"Yield",2162491904938.6,0.297013100173025
"cod",7,"Biomass",4078365748.45751,0.297013100173025
"cod",7,"FBiomass",2431242562168.59,0.297013100173025
"cod",7,"SSB",126595498.469109,0.297013100173025
"cod",7,"Yield",3840767048.30553,0.297013100173025
